Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
509,70,Male,Dress,Clothing,49,Louisiana,L,Green,Winter,3.0,No,Next Day Air,No,No,5,Credit Card,Every 3 Months
510,44,Male,Coat,Outerwear,45,Arizona,M,Red,Spring,4.4,No,Express,No,No,19,Debit Card,Quarterly
511,40,Male,Blouse,Clothing,31,Louisiana,M,Magenta,Winter,3.9,No,2-Day Shipping,Yes,Yes,28,Venmo,Quarterly
512,35,Male,Boots,Footwear,49,Indiana,M,Pink,Winter,3.7,No,Store Pickup,Yes,Yes,2,Venmo,Monthly
513,59,Female,Dress,Clothing,46,South Dakota,M,Gold,Winter,3.7,Yes,Store Pickup,No,No,14,Bank Transfer,Monthly
514,29,Male,Shirt,Clothing,41,California,M,Purple,Spring,4.8,No,Free Shipping,No,No,9,PayPal,Weekly
515,68,Female,Jewelry,Accessories,54,Iowa,M,Gold,Fall,4.6,No,Express,No,No,19,Credit Card,Weekly
516,29,Male,Shorts,Clothing,30,New Jersey,M,Gray,Summer,2.5,No,Standard,Yes,Yes,13,Venmo,Weekly
517,65,Male,Sneakers,Footwear,41,Utah,XL,Black,Winter,3.1,No,Standard,Yes,Yes,31,Cash,Fortnightly
518,66,Female,Dress,Clothing,83,Maine,M,Maroon,Spring,4.6,No,2-Day Shipping,Yes,Yes,3,Cash,Monthly
519,70,Male,Jewelry,Accessories,37,West Virginia,M,Magenta,Winter,2.8,No,Next Day Air,Yes,Yes,6,PayPal,Annually
520,57,Male,Sunglasses,Accessories,22,Hawaii,L,Maroon,Fall,3.9,No,2-Day Shipping,No,No,9,Debit Card,Quarterly
521,66,Male,Sneakers,Footwear,50,South Carolina,M,Black,Winter,5.0,No,Next Day Air,Yes,Yes,23,Venmo,Weekly
522,52,Male,Coat,Outerwear,40,Oregon,XL,Magenta,Winter,4.3,No,Standard,No,No,50,Venmo,Weekly
523,23,Male,Jewelry,Accessories,86,South Carolina,M,Charcoal,Winter,3.0,No,Express,No,No,35,PayPal,Monthly
524,56,Male,Sneakers,Footwear,66,Massachusetts,M,Orange,Summer,3.0,No,Express,No,No,8,Cash,Annually
525,29,Male,Pants,Clothing,58,North Dakota,S,Indigo,Fall,4.7,Yes,Free Shipping,Yes,Yes,23,Cash,Bi-Weekly
526,66,Male,Socks,Clothing,99,South Dakota,L,Red,Winter,3.5,No,2-Day Shipping,No,No,16,Credit Card,Weekly
527,70,Male,Socks,Clothing,68,South Carolina,L,Cyan,Summer,3.8,No,Store Pickup,No,No,29,PayPal,Monthly
528,30,Female,Jacket,Outerwear,81,South Carolina,L,Red,Winter,3.3,No,Express,No,No,19,Credit Card,Monthly
529,51,Male,Jeans,Clothing,87,Missouri,M,Magenta,Summer,3.3,Yes,2-Day Shipping,No,No,30,Venmo,Every 3 Months
530,33,Male,Pants,Clothing,31,Kansas,M,Red,Summer,3.4,Yes,Express,No,No,6,Credit Card,Annually
531,45,Male,Jewelry,Accessories,57,Massachusetts,M,Pink,Winter,4.3,No,2-Day Shipping,Yes,Yes,34,Debit Card,Weekly
532,24,Male,Jewelry,Accessories,50,Colorado,M,Gold,Fall,2.9,No,Free Shipping,Yes,Yes,48,Debit Card,Every 3 Months
533,49,Male,Gloves,Accessories,37,Georgia,L,Turquoise,Fall,2.6,No,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly
534,28,Female,Jeans,Clothing,38,Hawaii,M,Violet,Winter,3.0,No,Next Day Air,Yes,Yes,26,PayPal,Weekly
535,21,Female,Hoodie,Clothing,57,California,L,Brown,Summer,3.7,No,2-Day Shipping,Yes,Yes,11,Debit Card,Weekly
536,31,Male,Boots,Footwear,28,Kansas,S,Teal,Fall,2.9,No,Standard,Yes,Yes,11,Venmo,Bi-Weekly
537,36,Male,Shoes,Footwear,40,Alaska,M,Lavender,Winter,3.1,No,Express,No,No,35,Debit Card,Bi-Weekly
538,68,Male,Socks,Clothing,100,Illinois,S,Silver,Spring,2.5,No,Standard,Yes,Yes,45,Cash,Weekly
539,34,Male,Scarf,Accessories,47,New Hampshire,S,Cyan,Fall,4.5,No,Store Pickup,No,No,27,Cash,Bi-Weekly
540,51,Female,Backpack,Accessories,98,Arkansas,L,Indigo,Winter,4.8,Yes,Next Day Air,No,No,28,PayPal,Every 3 Months
541,28,Male,Boots,Footwear,54,Ohio,XL,Red,Spring,3.5,Yes,Free Shipping,No,No,45,Debit Card,Annually
542,66,Male,Sandals,Footwear,91,Nebraska,M,Charcoal,Spring,3.4,No,Store Pickup,No,No,39,PayPal,Every 3 Months
543,55,Female,Dress,Clothing,44,Montana,M,Charcoal,Summer,3.8,No,Free Shipping,Yes,Yes,20,Credit Card,Annually
544,40,Female,Dress,Clothing,80,Montana,S,Gold,Summer,4.4,No,Free Shipping,Yes,Yes,41,Debit Card,Weekly
545,61,Male,Jewelry,Accessories,58,New York,M,Purple,Spring,3.5,No,Standard,No,No,21,Credit Card,Every 3 Months
546,27,Male,Dress,Clothing,41,Massachusetts,M,Red,Summer,4.8,Yes,Store Pickup,Yes,Yes,43,Credit Card,Annually
547,19,Male,Sweater,Clothing,93,Idaho,XL,Purple,Winter,4.1,No,Store Pickup,No,No,44,Debit Card,Quarterly
548,50,Male,Blouse,Clothing,51,Oregon,S,Purple,Winter,2.7,No,Next Day Air,No,No,50,Debit Card,Monthly
549,20,Male,Hoodie,Clothing,74,Colorado,M,Yellow,Summer,4.3,Yes,Next Day Air,No,No,49,Bank Transfer,Monthly
550,44,Male,Coat,Outerwear,53,Alaska,M,Cyan,Winter,3.8,No,2-Day Shipping,No,No,9,Venmo,Annually
551,38,Male,Hat,Accessories,88,Missouri,L,Brown,Winter,3.4,Yes,Store Pickup,No,No,8,Cash,Fortnightly
552,28,Male,Hat,Accessories,44,North Dakota,L,Yellow,Fall,3.8,Yes,Express,Yes,Yes,4,Debit Card,Monthly
553,30,Male,Skirt,Clothing,87,Alabama,L,Violet,Fall,4.0,No,Next Day Air,Yes,Yes,39,PayPal,Every 3 Months
554,65,Male,Boots,Footwear,92,South Dakota,XL,Lavender,Summer,3.0,No,Standard,No,No,17,Cash,Bi-Weekly
555,44,Male,Socks,Clothing,98,South Carolina,L,Teal,Winter,3.3,No,Store Pickup,No,No,27,Venmo,Bi-Weekly
556,48,Female,Boots,Footwear,73,Oregon,S,Violet,Winter,4.1,No,Store Pickup,No,No,32,Credit Card,Monthly
557,67,Male,Sunglasses,Accessories,27,Mississippi,L,Gray,Spring,2.9,No,Store Pickup,Yes,Yes,27,PayPal,Weekly
558,46,Male,Hat,Accessories,35,Mississippi,L,Indigo,Fall,2.6,No,2-Day Shipping,No,No,41,PayPal,Weekly
559,34,Male,Skirt,Clothing,58,Maryland,L,Pink,Spring,4.5,Yes,Standard,Yes,Yes,43,PayPal,Quarterly
560,22,Female,Sweater,Clothing,27,North Dakota,M,Orange,Spring,4.3,Yes,Express,Yes,Yes,12,Debit Card,Annually
561,22,Male,Shirt,Clothing,77,Ohio,M,Black,Spring,2.6,No,Next Day Air,No,No,14,Debit Card,Weekly
562,57,Male,Sweater,Clothing,73,Idaho,S,Cyan,Spring,3.3,No,Store Pickup,No,No,25,Debit Card,Quarterly
563,66,Male,Shirt,Clothing,49,Mississippi,XL,Turquoise,Fall,4.3,No,Next Day Air,No,No,49,PayPal,Every 3 Months
564,28,Male,Boots,Footwear,81,Idaho,L,Cyan,Fall,3.9,No,Next Day Air,Yes,Yes,3,Cash,Bi-Weekly
565,64,Male,Jacket,Outerwear,91,North Carolina,M,Violet,Summer,2.9,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months
566,38,Male,Blouse,Clothing,43,North Dakota,S,Gold,Winter,4.9,No,Free Shipping,Yes,Yes,24,Credit Card,Fortnightly
567,21,Female,Skirt,Clothing,76,Delaware,L,Gold,Winter,2.6,No,Standard,No,No,34,Credit Card,Every 3 Months
568,56,Female,Sunglasses,Accessories,94,Idaho,M,Violet,Winter,4.5,Yes,2-Day Shipping,No,No,37,Venmo,Bi-Weekly
569,24,Male,Skirt,Clothing,96,Georgia,M,Violet,Fall,3.3,Yes,Express,No,No,39,Credit Card,Monthly
570,56,Female,Dress,Clothing,87,Wyoming,L,Charcoal,Winter,3.2,No,Express,No,No,33,Venmo,Quarterly
571,45,Female,Shirt,Clothing,84,Delaware,M,Gray,Fall,3.1,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Bi-Weekly
572,70,Male,Sandals,Footwear,44,Maine,M,Charcoal,Fall,3.4,No,2-Day Shipping,No,No,37,Venmo,Weekly
573,50,Male,Boots,Footwear,100,Texas,XL,Black,Fall,2.7,No,Next Day Air,No,No,25,Credit Card,Fortnightly
574,27,Male,Sweater,Clothing,65,Arizona,L,Charcoal,Spring,3.1,No,Store Pickup,No,No,24,Credit Card,Every 3 Months
575,47,Male,Jacket,Outerwear,82,New Hampshire,S,Teal,Winter,4.8,No,2-Day Shipping,No,No,23,PayPal,Quarterly
576,27,Male,Jewelry,Accessories,89,Utah,XL,Violet,Summer,4.7,No,2-Day Shipping,No,No,37,Bank Transfer,Fortnightly
577,58,Male,Shirt,Clothing,98,Indiana,M,Indigo,Fall,3.8,No,Next Day Air,No,No,42,Venmo,Annually
578,29,Male,Dress,Clothing,31,Maryland,L,Pink,Summer,4.5,No,2-Day Shipping,Yes,Yes,18,Venmo,Weekly
579,48,Male,Backpack,Accessories,29,Maine,L,Turquoise,Summer,3.7,No,Next Day Air,Yes,Yes,15,Debit Card,Annually
580,67,Male,Shoes,Footwear,34,North Carolina,M,Olive,Fall,3.6,No,Next Day Air,Yes,Yes,26,Bank Transfer,Monthly
581,18,Male,Shoes,Footwear,20,Oklahoma,M,Orange,Winter,4.7,No,Standard,No,No,22,PayPal,Weekly
582,50,Male,Blouse,Clothing,55,Oregon,S,Beige,Winter,4.0,No,Store Pickup,Yes,Yes,26,Cash,Monthly
583,28,Female,Dress,Clothing,62,Ohio,L,Yellow,Summer,3.2,No,Next Day Air,No,No,10,Credit Card,Weekly
584,59,Female,Dress,Clothing,51,Maryland,L,Brown,Winter,3.4,No,Free Shipping,Yes,Yes,17,Bank Transfer,Every 3 Months
585,26,Male,Shorts,Clothing,68,Kentucky,XL,Magenta,Summer,4.2,No,Standard,Yes,Yes,9,Venmo,Monthly
586,60,Male,Socks,Clothing,25,Oklahoma,L,Green,Summer,3.7,No,Next Day Air,No,No,37,Credit Card,Monthly
587,43,Female,Sneakers,Footwear,91,South Carolina,L,Green,Fall,2.5,Yes,Free Shipping,Yes,Yes,24,PayPal,Bi-Weekly
588,30,Male,Sandals,Footwear,85,South Carolina,L,Olive,Fall,4.1,No,Free Shipping,No,No,1,Cash,Bi-Weekly
589,32,Female,Handbag,Accessories,88,South Dakota,S,Olive,Summer,2.7,Yes,Express,Yes,Yes,27,Venmo,Monthly
590,26,Male,Boots,Footwear,68,South Carolina,S,Silver,Winter,3.2,No,2-Day Shipping,No,No,14,PayPal,Annually
591,43,Male,Belt,Accessories,47,Rhode Island,L,Yellow,Fall,3.6,No,Free Shipping,No,No,37,Debit Card,Every 3 Months
592,56,Male,Socks,Clothing,58,Texas,M,White,Fall,4.3,No,Express,No,No,34,PayPal,Monthly
593,56,Female,Pants,Clothing,73,Florida,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,43,Venmo,Fortnightly
594,28,Male,Sweater,Clothing,80,Vermont,L,Olive,Spring,4.6,No,Free Shipping,Yes,Yes,5,Bank Transfer,Monthly
595,65,Male,Hat,Accessories,56,Kentucky,M,Yellow,Spring,4.6,No,Standard,No,No,10,Cash,Quarterly
596,23,Male,Shoes,Footwear,85,Alaska,M,Teal,Winter,3.5,No,2-Day Shipping,No,No,15,Debit Card,Annually
597,22,Male,Coat,Outerwear,57,Arkansas,S,Orange,Fall,4.8,Yes,Free Shipping,No,No,34,Cash,Monthly
598,48,Male,Handbag,Accessories,87,Wyoming,S,Green,Fall,3.5,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months
599,42,Female,Dress,Clothing,90,Indiana,M,Brown,Summer,2.7,No,2-Day Shipping,No,No,25,Cash,Weekly
600,30,Male,Pants,Clothing,96,Vermont,M,Yellow,Spring,4.6,No,Free Shipping,Yes,Yes,38,Bank Transfer,Weekly
601,58,Male,Sneakers,Footwear,23,Kansas,L,Green,Summer,4.8,Yes,Express,No,No,16,Credit Card,Weekly
602,20,Male,Dress,Clothing,39,New Hampshire,M,Yellow,Summer,4.5,Yes,Free Shipping,No,No,30,Venmo,Every 3 Months
603,25,Male,Jacket,Outerwear,86,Nevada,M,Cyan,Spring,4.6,No,2-Day Shipping,No,No,12,Debit Card,Quarterly
604,64,Male,Hoodie,Clothing,71,Louisiana,L,Teal,Fall,2.7,No,Next Day Air,Yes,Yes,21,PayPal,Annually
605,26,Male,Sandals,Footwear,92,Delaware,L,Silver,Spring,2.7,No,Next Day Air,No,No,24,Credit Card,Fortnightly
606,45,Female,Sunglasses,Accessories,29,Nevada,M,Olive,Winter,3.8,Yes,Express,Yes,Yes,17,Bank Transfer,Monthly
607,64,Male,Sunglasses,Accessories,85,Mississippi,M,Purple,Fall,2.5,No,Store Pickup,No,No,16,Credit Card,Bi-Weekly
608,60,Male,Hat,Accessories,52,New Jersey,XL,Green,Spring,3.2,Yes,Store Pickup,No,No,30,Venmo,Bi-Weekly
609,69,Male,Scarf,Accessories,83,Iowa,L,Yellow,Fall,3.6,No,Express,No,No,24,Venmo,Quarterly
610,50,Female,Sweater,Clothing,65,West Virginia,L,Beige,Winter,3.6,No,Store Pickup,No,No,48,Debit Card,Annually
611,20,Male,Scarf,Accessories,33,Utah,M,Olive,Spring,4.8,No,Express,Yes,Yes,27,Venmo,Quarterly
612,24,Female,Dress,Clothing,34,Kansas,L,Beige,Fall,4.2,Yes,Express,No,No,41,Cash,Weekly
613,38,Male,Boots,Footwear,32,Tennessee,S,Orange,Winter,3.9,No,Next Day Air,No,No,9,Debit Card,Every 3 Months
614,61,Female,Sunglasses,Accessories,52,Colorado,S,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,44,Credit Card,Annually
615,65,Male,Socks,Clothing,44,Hawaii,M,Violet,Fall,2.5,No,Express,No,No,35,PayPal,Fortnightly
616,42,Male,Dress,Clothing,88,Oregon,M,Brown,Summer,3.2,No,Express,Yes,Yes,2,Bank Transfer,Monthly
617,42,Female,Blouse,Clothing,66,Alabama,L,Indigo,Summer,4.0,Yes,Free Shipping,Yes,Yes,2,Credit Card,Weekly
618,25,Male,Jeans,Clothing,87,New Hampshire,S,Gold,Winter,3.0,No,Express,No,No,49,Cash,Fortnightly
619,49,Male,Shorts,Clothing,32,Maine,L,Indigo,Winter,4.1,No,Free Shipping,Yes,Yes,41,Credit Card,Annually
620,45,Male,Handbag,Accessories,63,Missouri,M,Red,Summer,3.1,No,Standard,No,No,14,PayPal,Every 3 Months
621,32,Male,Shoes,Footwear,77,South Dakota,M,Peach,Winter,3.5,No,Next Day Air,Yes,Yes,50,Credit Card,Every 3 Months
622,29,Female,Belt,Accessories,28,Nebraska,L,Beige,Summer,4.4,No,Store Pickup,No,No,24,Credit Card,Weekly
623,66,Male,Blouse,Clothing,90,Indiana,M,Pink,Summer,3.7,No,Express,Yes,Yes,45,Venmo,Every 3 Months
624,20,Male,Shorts,Clothing,40,Vermont,M,Turquoise,Summer,4.4,Yes,2-Day Shipping,No,No,21,Venmo,Annually
625,48,Male,Jacket,Outerwear,83,New York,L,Violet,Spring,3.7,No,2-Day Shipping,Yes,Yes,20,Cash,Monthly
626,68,Female,Socks,Clothing,72,Wyoming,L,Indigo,Winter,3.7,No,Next Day Air,No,No,21,Credit Card,Weekly
627,62,Female,Jacket,Outerwear,48,Mississippi,XL,Lavender,Winter,3.3,No,Express,Yes,Yes,31,Credit Card,Every 3 Months
628,66,Male,Sweater,Clothing,91,Kansas,S,Red,Spring,4.4,No,Next Day Air,Yes,Yes,4,Venmo,Bi-Weekly
629,55,Female,Jacket,Outerwear,75,Indiana,L,Silver,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Every 3 Months
630,41,Female,Hoodie,Clothing,42,Minnesota,L,Olive,Fall,2.8,Yes,Express,No,No,7,Credit Card,Every 3 Months
631,30,Male,Jewelry,Accessories,43,Ohio,L,White,Winter,4.9,No,Express,No,No,29,PayPal,Weekly
632,45,Male,Handbag,Accessories,22,New Hampshire,L,Green,Spring,4.5,No,Standard,No,No,50,Credit Card,Bi-Weekly
633,56,Female,Shirt,Clothing,45,Kentucky,L,Gray,Summer,3.2,No,Free Shipping,Yes,Yes,17,PayPal,Every 3 Months
634,26,Male,Pants,Clothing,89,Kentucky,L,Lavender,Spring,4.5,Yes,Next Day Air,No,No,50,PayPal,Monthly
635,53,Male,Scarf,Accessories,83,Montana,S,Gold,Spring,4.1,No,2-Day Shipping,No,No,1,Venmo,Every 3 Months
636,43,Male,Blouse,Clothing,52,Georgia,M,Cyan,Fall,3.2,No,Express,No,No,12,Debit Card,Monthly
637,18,Male,Jewelry,Accessories,22,Oklahoma,M,Red,Spring,4.5,No,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
638,37,Male,Hat,Accessories,62,Rhode Island,M,Charcoal,Spring,3.6,No,Next Day Air,Yes,Yes,20,Bank Transfer,Bi-Weekly
639,51,Male,Gloves,Accessories,92,Nevada,M,Green,Spring,4.5,No,2-Day Shipping,No,No,31,Credit Card,Annually
640,49,Female,Dress,Clothing,72,Texas,M,Pink,Fall,3.2,No,Next Day Air,No,No,48,PayPal,Annually
641,34,Male,Gloves,Accessories,49,Kansas,M,Yellow,Winter,4.3,No,2-Day Shipping,No,No,46,Venmo,Quarterly
642,38,Male,Sandals,Footwear,38,Mississippi,XL,Yellow,Summer,4.7,No,Express,Yes,Yes,44,PayPal,Quarterly
643,57,Male,Sneakers,Footwear,80,West Virginia,M,Peach,Fall,4.2,No,Next Day Air,Yes,Yes,42,Debit Card,Fortnightly
644,20,Male,Hat,Accessories,32,Oklahoma,L,Brown,Winter,3.8,No,2-Day Shipping,Yes,Yes,23,Cash,Weekly
645,50,Female,Socks,Clothing,30,South Carolina,M,Pink,Fall,2.7,Yes,Store Pickup,Yes,Yes,47,Bank Transfer,Annually
646,36,Male,Belt,Accessories,25,Illinois,M,Red,Winter,4.2,No,Store Pickup,Yes,Yes,5,Credit Card,Annually
647,41,Male,Sandals,Footwear,36,Nebraska,M,Beige,Winter,3.1,No,2-Day Shipping,No,No,18,Credit Card,Annually
648,61,Male,Jeans,Clothing,83,Minnesota,M,White,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,4,Venmo,Annually
649,59,Male,Jeans,Clothing,37,Kentucky,M,Magenta,Spring,3.0,Yes,Next Day Air,Yes,Yes,3,Debit Card,Quarterly
650,46,Male,Jewelry,Accessories,23,New Hampshire,L,Gray,Spring,4.4,No,Express,Yes,Yes,23,PayPal,Bi-Weekly
651,38,Female,Sneakers,Footwear,57,Colorado,M,Green,Summer,4.0,No,2-Day Shipping,Yes,Yes,19,Bank Transfer,Fortnightly
652,31,Female,Gloves,Accessories,96,Iowa,L,Beige,Summer,4.0,No,2-Day Shipping,Yes,Yes,5,Bank Transfer,Every 3 Months
653,65,Male,Pants,Clothing,96,Missouri,S,Olive,Summer,2.5,Yes,Standard,Yes,Yes,34,Venmo,Annually
654,49,Male,Jacket,Outerwear,88,Massachusetts,L,Pink,Fall,4.6,No,Store Pickup,No,No,18,Debit Card,Every 3 Months
655,45,Female,Blouse,Clothing,98,Rhode Island,L,Gray,Winter,2.8,No,Free Shipping,No,No,1,PayPal,Every 3 Months
656,50,Female,Gloves,Accessories,39,Alabama,XL,Beige,Fall,2.8,No,Store Pickup,No,No,31,PayPal,Weekly
657,26,Male,Skirt,Clothing,28,Maryland,M,Indigo,Spring,3.4,No,Express,No,No,50,Venmo,Bi-Weekly
658,38,Male,Sweater,Clothing,66,Nevada,M,Magenta,Summer,3.0,No,2-Day Shipping,Yes,Yes,9,Venmo,Fortnightly
659,63,Male,Blouse,Clothing,89,Mississippi,L,Silver,Fall,4.6,No,Next Day Air,Yes,Yes,18,Cash,Annually
660,54,Male,Coat,Outerwear,46,Rhode Island,M,Indigo,Spring,4.2,Yes,Express,No,No,31,Debit Card,Annually
661,49,Male,Dress,Clothing,79,Nevada,S,Orange,Fall,4.1,No,Store Pickup,No,No,4,Credit Card,Annually
662,69,Female,Dress,Clothing,38,Texas,L,Olive,Winter,4.3,No,2-Day Shipping,No,No,8,Cash,Bi-Weekly
663,23,Female,Blouse,Clothing,24,Alabama,L,Red,Winter,5.0,Yes,Next Day Air,Yes,Yes,25,Cash,Bi-Weekly
664,35,Female,Boots,Footwear,52,North Carolina,L,Pink,Fall,4.4,No,Express,No,No,7,Bank Transfer,Quarterly
665,42,Female,Belt,Accessories,41,Alabama,M,Peach,Fall,4.4,No,Express,Yes,Yes,13,Debit Card,Annually
666,50,Male,Handbag,Accessories,69,West Virginia,M,Red,Winter,4.4,No,Express,No,No,34,Bank Transfer,Quarterly
667,40,Female,Sneakers,Footwear,80,California,M,Gold,Winter,4.9,Yes,2-Day Shipping,No,No,22,Venmo,Every 3 Months
668,26,Female,Gloves,Accessories,69,Nevada,M,Purple,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,13,Debit Card,Fortnightly
669,22,Male,Shorts,Clothing,49,West Virginia,L,Brown,Fall,4.3,No,2-Day Shipping,No,No,15,Debit Card,Bi-Weekly
670,25,Male,Sunglasses,Accessories,55,Indiana,XL,Gray,Winter,3.2,Yes,Next Day Air,Yes,Yes,3,PayPal,Quarterly
671,46,Male,Scarf,Accessories,94,Illinois,M,Silver,Fall,4.6,Yes,Express,No,No,31,Credit Card,Quarterly
672,50,Male,Sandals,Footwear,99,Utah,M,Lavender,Winter,2.7,Yes,Store Pickup,No,No,40,PayPal,Every 3 Months
673,21,Male,Hoodie,Clothing,28,Delaware,M,Black,Spring,4.0,Yes,Next Day Air,Yes,Yes,6,Cash,Weekly
674,68,Male,Sunglasses,Accessories,38,Kentucky,S,Yellow,Fall,4.8,Yes,Next Day Air,No,No,17,Credit Card,Quarterly
675,28,Male,Coat,Outerwear,21,Alabama,L,Magenta,Winter,3.8,No,Store Pickup,Yes,Yes,24,PayPal,Bi-Weekly
676,68,Male,Backpack,Accessories,60,Maine,S,Teal,Winter,3.3,No,Express,No,No,12,Venmo,Annually
677,55,Male,Handbag,Accessories,80,Nevada,XL,Red,Spring,3.9,Yes,2-Day Shipping,No,No,43,PayPal,Bi-Weekly
678,67,Male,Jewelry,Accessories,74,Delaware,L,Yellow,Winter,4.6,No,2-Day Shipping,No,No,35,Cash,Quarterly
679,52,Male,Sneakers,Footwear,29,Maine,L,White,Winter,4.1,No,Store Pickup,No,No,23,Credit Card,Monthly
680,38,Male,Gloves,Accessories,38,South Carolina,M,Turquoise,Summer,4.3,Yes,Store Pickup,No,No,6,Venmo,Annually
681,33,Female,Boots,Footwear,88,South Dakota,L,Green,Fall,3.5,No,Standard,Yes,Yes,30,Cash,Annually
682,56,Male,Jeans,Clothing,79,North Carolina,M,Indigo,Summer,3.8,Yes,Express,Yes,Yes,39,Debit Card,Quarterly
683,35,Male,Dress,Clothing,58,Montana,L,Magenta,Summer,4.6,No,2-Day Shipping,No,No,44,Venmo,Annually
684,37,Male,Jewelry,Accessories,23,Iowa,M,Green,Winter,3.0,No,Express,Yes,Yes,14,Venmo,Monthly
685,52,Male,Jeans,Clothing,75,Delaware,M,Brown,Spring,3.7,Yes,Standard,No,No,41,Bank Transfer,Weekly
686,57,Male,Handbag,Accessories,56,Maine,M,Beige,Winter,4.2,No,Free Shipping,Yes,Yes,31,Cash,Bi-Weekly
687,23,Male,Backpack,Accessories,93,North Carolina,XL,Olive,Summer,4.0,No,Express,No,No,40,Credit Card,Fortnightly
688,46,Male,Sweater,Clothing,71,Nevada,L,Orange,Spring,2.6,No,Express,No,No,24,PayPal,Quarterly
689,33,Male,Sunglasses,Accessories,37,Georgia,M,Peach,Winter,3.8,No,Standard,No,No,45,Bank Transfer,Quarterly
690,26,Male,Shorts,Clothing,40,Kansas,M,Brown,Summer,3.2,No,Standard,No,No,1,Credit Card,Bi-Weekly
691,40,Male,Backpack,Accessories,99,Illinois,L,Violet,Summer,3.6,No,Express,Yes,Yes,32,Venmo,Bi-Weekly
692,46,Male,Boots,Footwear,90,Hawaii,XL,Yellow,Fall,3.3,No,Next Day Air,No,No,1,Cash,Quarterly
693,50,Male,Belt,Accessories,88,California,M,Indigo,Summer,3.2,Yes,2-Day Shipping,No,No,29,Debit Card,Monthly
694,40,Male,Scarf,Accessories,73,South Dakota,M,Cyan,Winter,4.8,No,Standard,No,No,46,Cash,Every 3 Months
695,53,Male,Jacket,Outerwear,45,New York,L,Silver,Summer,4.6,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly
696,41,Male,Shorts,Clothing,87,Ohio,S,Beige,Winter,4.2,No,Next Day Air,No,No,26,Debit Card,Quarterly
697,20,Female,Jacket,Outerwear,62,Montana,S,Olive,Winter,2.5,No,Store Pickup,Yes,Yes,5,Debit Card,Quarterly
698,27,Male,Coat,Outerwear,54,Louisiana,L,Olive,Spring,3.1,No,Free Shipping,Yes,Yes,50,Venmo,Weekly
699,68,Male,Sweater,Clothing,44,New Jersey,M,Violet,Winter,5.0,Yes,Standard,No,No,48,PayPal,Bi-Weekly
700,44,Male,Sweater,Clothing,97,Rhode Island,L,White,Summer,3.8,No,Free Shipping,No,No,6,Bank Transfer,Weekly
701,27,Male,Skirt,Clothing,51,Florida,M,Olive,Fall,4.4,Yes,Standard,No,No,8,Bank Transfer,Quarterly
702,59,Female,Skirt,Clothing,82,Texas,S,Red,Fall,4.6,No,Standard,No,No,7,Venmo,Fortnightly
703,68,Male,Socks,Clothing,81,Georgia,L,Turquoise,Winter,4.7,Yes,Express,No,No,19,Venmo,Fortnightly
704,45,Male,Skirt,Clothing,89,Louisiana,M,Yellow,Fall,4.7,Yes,Standard,No,No,47,Credit Card,Bi-Weekly
705,19,Male,Sneakers,Footwear,68,Alabama,M,Beige,Spring,2.8,No,Free Shipping,Yes,Yes,23,Venmo,Monthly
706,27,Male,Sweater,Clothing,76,California,M,Olive,Spring,2.8,No,Next Day Air,No,No,33,Bank Transfer,Weekly
707,39,Male,Pants,Clothing,25,Indiana,M,Turquoise,Fall,3.5,No,Express,No,No,43,Cash,Weekly
708,25,Female,Skirt,Clothing,47,Montana,XL,White,Spring,4.1,No,Free Shipping,Yes,Yes,16,Bank Transfer,Quarterly
709,39,Male,Shoes,Footwear,85,Nebraska,M,Brown,Fall,4.0,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
710,49,Male,Handbag,Accessories,80,Utah,M,Olive,Fall,4.0,No,2-Day Shipping,Yes,Yes,22,Debit Card,Quarterly
711,46,Male,Sandals,Footwear,29,Alabama,S,Gold,Winter,4.1,No,Express,No,No,5,Cash,Monthly
712,64,Male,Backpack,Accessories,70,Rhode Island,S,Peach,Fall,4.5,Yes,Free Shipping,No,No,34,PayPal,Monthly
713,70,Male,Dress,Clothing,60,Mississippi,M,Pink,Spring,2.6,No,Next Day Air,No,No,29,Credit Card,Fortnightly
714,43,Male,Sandals,Footwear,74,Wyoming,XL,Gray,Summer,2.8,Yes,Express,No,No,43,Credit Card,Bi-Weekly
715,29,Male,Belt,Accessories,90,Mississippi,XL,Gold,Summer,4.7,No,2-Day Shipping,Yes,Yes,18,Bank Transfer,Weekly
716,25,Male,Hat,Accessories,48,Alaska,M,Violet,Fall,3.0,No,Free Shipping,Yes,Yes,37,Debit Card,Weekly
