customer_id,age,gender,item_purchased,category,purchase_amount_usd,state,size,color,season,satisfaction_score,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,observed_category,estimated_total_purchases,observed_promo_usage,frequency_proxy_days,gross_amount,discount_amount,estimated_cogs_40,net_margin_contribution,margin_cogs_30,margin_cogs_50,loyalty_def_A_behavioral,loyalty_def_B_organic_margin,strategic_segment
653,65,Male,Pants,Clothing,96,Missouri,S,Olive,Summer,2.5,Yes,Standard,Yes,Yes,34,Venmo,Annually,Clothing,35,1,365,120.0,24.0,48.0,43.0,55.0,31.0,True,False,2. High Spend Bargain Hunter
654,49,Male,Jacket,Outerwear,88,Massachusetts,L,Pink,Fall,4.6,No,Store Pickup,No,No,18,Debit Card,Every 3 Months,Outerwear,19,0,90,88.0,0.0,35.2,47.8,56.6,39.0,False,True,1. High Value Organic
655,45,Female,Blouse,Clothing,98,Rhode Island,L,Gray,Winter,2.8,No,Free Shipping,No,No,1,PayPal,Every 3 Months,Clothing,2,0,90,98.0,0.0,39.2,53.8,63.6,44.0,False,False,4. Mid-Tier Core
656,50,Female,Gloves,Accessories,39,Alabama,XL,Beige,Fall,2.8,No,Store Pickup,No,No,31,PayPal,Weekly,Accessories,32,0,7,39.0,0.0,15.6,18.4,22.3,14.5,False,False,4. Mid-Tier Core
657,26,Male,Skirt,Clothing,28,Maryland,M,Indigo,Spring,3.4,No,Express,No,No,50,Venmo,Bi-Weekly,Clothing,51,0,14,28.0,0.0,11.2,11.8,14.6,9.0,False,False,4. Mid-Tier Core
658,38,Male,Sweater,Clothing,66,Nevada,M,Magenta,Summer,3.0,No,2-Day Shipping,Yes,Yes,9,Venmo,Fortnightly,Clothing,10,1,14,82.5,16.5,33.0,28.0,36.25,19.75,False,False,3. Promo-Using Repeat
659,63,Male,Blouse,Clothing,89,Mississippi,L,Silver,Fall,4.6,No,Next Day Air,Yes,Yes,18,Cash,Annually,Clothing,19,1,365,111.25,22.25,44.5,39.5,50.62,28.38,False,False,2. High Spend Bargain Hunter
660,54,Male,Coat,Outerwear,46,Rhode Island,M,Indigo,Spring,4.2,Yes,Express,No,No,31,Debit Card,Annually,Outerwear,32,0,365,46.0,0.0,18.4,22.6,27.2,18.0,False,False,4. Mid-Tier Core
661,49,Male,Dress,Clothing,79,Nevada,S,Orange,Fall,4.1,No,Store Pickup,No,No,4,Credit Card,Annually,Clothing,5,0,365,79.0,0.0,31.6,42.4,50.3,34.5,False,False,4. Mid-Tier Core
662,69,Female,Dress,Clothing,38,Texas,L,Olive,Winter,4.3,No,2-Day Shipping,No,No,8,Cash,Bi-Weekly,Clothing,9,0,14,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
663,23,Female,Blouse,Clothing,24,Alabama,L,Red,Winter,5.0,Yes,Next Day Air,Yes,Yes,25,Cash,Bi-Weekly,Clothing,26,1,14,30.0,6.0,12.0,7.0,10.0,4.0,False,False,3. Promo-Using Repeat
664,35,Female,Boots,Footwear,52,North Carolina,L,Pink,Fall,4.4,No,Express,No,No,7,Bank Transfer,Quarterly,Footwear,8,0,90,52.0,0.0,20.8,26.2,31.4,21.0,False,False,4. Mid-Tier Core
665,42,Female,Belt,Accessories,41,Alabama,M,Peach,Fall,4.4,No,Express,Yes,Yes,13,Debit Card,Annually,Accessories,14,1,365,51.25,10.25,20.5,15.5,20.62,10.38,False,False,3. Promo-Using Repeat
666,50,Male,Handbag,Accessories,69,West Virginia,M,Red,Winter,4.4,No,Express,No,No,34,Bank Transfer,Quarterly,Accessories,35,0,90,69.0,0.0,27.6,36.4,43.3,29.5,False,False,1. High Value Organic
667,40,Female,Sneakers,Footwear,80,California,M,Gold,Winter,4.9,Yes,2-Day Shipping,No,No,22,Venmo,Every 3 Months,Footwear,23,0,90,80.0,0.0,32.0,43.0,51.0,35.0,True,True,1. High Value Organic
668,26,Female,Gloves,Accessories,69,Nevada,M,Purple,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,13,Debit Card,Fortnightly,Accessories,14,1,14,86.25,17.25,34.5,29.5,38.12,20.88,False,False,3. Promo-Using Repeat
669,22,Male,Shorts,Clothing,49,West Virginia,L,Brown,Fall,4.3,No,2-Day Shipping,No,No,15,Debit Card,Bi-Weekly,Clothing,16,0,14,49.0,0.0,19.6,24.4,29.3,19.5,False,False,4. Mid-Tier Core
670,25,Male,Sunglasses,Accessories,55,Indiana,XL,Gray,Winter,3.2,Yes,Next Day Air,Yes,Yes,3,PayPal,Quarterly,Accessories,4,1,90,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
671,46,Male,Scarf,Accessories,94,Illinois,M,Silver,Fall,4.6,Yes,Express,No,No,31,Credit Card,Quarterly,Accessories,32,0,90,94.0,0.0,37.6,51.4,60.8,42.0,True,True,1. High Value Organic
672,50,Male,Sandals,Footwear,99,Utah,M,Lavender,Winter,2.7,Yes,Store Pickup,No,No,40,PayPal,Every 3 Months,Footwear,41,0,90,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
673,21,Male,Hoodie,Clothing,28,Delaware,M,Black,Spring,4.0,Yes,Next Day Air,Yes,Yes,6,Cash,Weekly,Clothing,7,1,7,35.0,7.0,14.0,9.0,12.5,5.5,False,False,3. Promo-Using Repeat
674,68,Male,Sunglasses,Accessories,38,Kentucky,S,Yellow,Fall,4.8,Yes,Next Day Air,No,No,17,Credit Card,Quarterly,Accessories,18,0,90,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
675,28,Male,Coat,Outerwear,21,Alabama,L,Magenta,Winter,3.8,No,Store Pickup,Yes,Yes,24,PayPal,Bi-Weekly,Outerwear,25,1,14,26.25,5.25,10.5,5.5,8.12,2.88,False,False,3. Promo-Using Repeat
676,68,Male,Backpack,Accessories,60,Maine,S,Teal,Winter,3.3,No,Express,No,No,12,Venmo,Annually,Accessories,13,0,365,60.0,0.0,24.0,31.0,37.0,25.0,False,False,1. High Value Organic
677,55,Male,Handbag,Accessories,80,Nevada,XL,Red,Spring,3.9,Yes,2-Day Shipping,No,No,43,PayPal,Bi-Weekly,Accessories,44,0,14,80.0,0.0,32.0,43.0,51.0,35.0,True,True,1. High Value Organic
678,67,Male,Jewelry,Accessories,74,Delaware,L,Yellow,Winter,4.6,No,2-Day Shipping,No,No,35,Cash,Quarterly,Accessories,36,0,90,74.0,0.0,29.6,39.4,46.8,32.0,False,True,1. High Value Organic
679,52,Male,Sneakers,Footwear,29,Maine,L,White,Winter,4.1,No,Store Pickup,No,No,23,Credit Card,Monthly,Footwear,24,0,30,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
680,38,Male,Gloves,Accessories,38,South Carolina,M,Turquoise,Summer,4.3,Yes,Store Pickup,No,No,6,Venmo,Annually,Accessories,7,0,365,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
681,33,Female,Boots,Footwear,88,South Dakota,L,Green,Fall,3.5,No,Standard,Yes,Yes,30,Cash,Annually,Footwear,31,1,365,110.0,22.0,44.0,39.0,50.0,28.0,True,False,2. High Spend Bargain Hunter
682,56,Male,Jeans,Clothing,79,North Carolina,M,Indigo,Summer,3.8,Yes,Express,Yes,Yes,39,Debit Card,Quarterly,Clothing,40,1,90,98.75,19.75,39.5,34.5,44.38,24.62,True,False,2. High Spend Bargain Hunter
683,35,Male,Dress,Clothing,58,Montana,L,Magenta,Summer,4.6,No,2-Day Shipping,No,No,44,Venmo,Annually,Clothing,45,0,365,58.0,0.0,23.2,29.8,35.6,24.0,False,False,1. High Value Organic
684,37,Male,Jewelry,Accessories,23,Iowa,M,Green,Winter,3.0,No,Express,Yes,Yes,14,Venmo,Monthly,Accessories,15,1,30,28.75,5.75,11.5,6.5,9.38,3.62,False,False,3. Promo-Using Repeat
685,52,Male,Jeans,Clothing,75,Delaware,M,Brown,Spring,3.7,Yes,Standard,No,No,41,Bank Transfer,Weekly,Clothing,42,0,7,75.0,0.0,30.0,40.0,47.5,32.5,False,True,1. High Value Organic
686,57,Male,Handbag,Accessories,56,Maine,M,Beige,Winter,4.2,No,Free Shipping,Yes,Yes,31,Cash,Bi-Weekly,Accessories,32,1,14,70.0,14.0,28.0,23.0,30.0,16.0,False,False,3. Promo-Using Repeat
687,23,Male,Backpack,Accessories,93,North Carolina,XL,Olive,Summer,4.0,No,Express,No,No,40,Credit Card,Fortnightly,Accessories,41,0,14,93.0,0.0,37.2,50.8,60.1,41.5,True,True,1. High Value Organic
688,46,Male,Sweater,Clothing,71,Nevada,L,Orange,Spring,2.6,No,Express,No,No,24,PayPal,Quarterly,Clothing,25,0,90,71.0,0.0,28.4,37.6,44.7,30.5,False,False,1. High Value Organic
689,33,Male,Sunglasses,Accessories,37,Georgia,M,Peach,Winter,3.8,No,Standard,No,No,45,Bank Transfer,Quarterly,Accessories,46,0,90,37.0,0.0,14.8,17.2,20.9,13.5,False,False,4. Mid-Tier Core
690,26,Male,Shorts,Clothing,40,Kansas,M,Brown,Summer,3.2,No,Standard,No,No,1,Credit Card,Bi-Weekly,Clothing,2,0,14,40.0,0.0,16.0,19.0,23.0,15.0,False,False,4. Mid-Tier Core
691,40,Male,Backpack,Accessories,99,Illinois,L,Violet,Summer,3.6,No,Express,Yes,Yes,32,Venmo,Bi-Weekly,Accessories,33,1,14,123.75,24.75,49.5,44.5,56.88,32.12,True,False,2. High Spend Bargain Hunter
692,46,Male,Boots,Footwear,90,Hawaii,XL,Yellow,Fall,3.3,No,Next Day Air,No,No,1,Cash,Quarterly,Footwear,2,0,90,90.0,0.0,36.0,49.0,58.0,40.0,False,False,4. Mid-Tier Core
693,50,Male,Belt,Accessories,88,California,M,Indigo,Summer,3.2,Yes,2-Day Shipping,No,No,29,Debit Card,Monthly,Accessories,30,0,30,88.0,0.0,35.2,47.8,56.6,39.0,True,True,1. High Value Organic
694,40,Male,Scarf,Accessories,73,South Dakota,M,Cyan,Winter,4.8,No,Standard,No,No,46,Cash,Every 3 Months,Accessories,47,0,90,73.0,0.0,29.2,38.8,46.1,31.5,False,True,1. High Value Organic
695,53,Male,Jacket,Outerwear,45,New York,L,Silver,Summer,4.6,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly,Outerwear,8,1,90,56.25,11.25,22.5,17.5,23.12,11.88,False,False,3. Promo-Using Repeat
696,41,Male,Shorts,Clothing,87,Ohio,S,Beige,Winter,4.2,No,Next Day Air,No,No,26,Debit Card,Quarterly,Clothing,27,0,90,87.0,0.0,34.8,47.2,55.9,38.5,True,True,1. High Value Organic
697,20,Female,Jacket,Outerwear,62,Montana,S,Olive,Winter,2.5,No,Store Pickup,Yes,Yes,5,Debit Card,Quarterly,Outerwear,6,1,90,77.5,15.5,31.0,26.0,33.75,18.25,False,False,3. Promo-Using Repeat
698,27,Male,Coat,Outerwear,54,Louisiana,L,Olive,Spring,3.1,No,Free Shipping,Yes,Yes,50,Venmo,Weekly,Outerwear,51,1,7,67.5,13.5,27.0,22.0,28.75,15.25,False,False,3. Promo-Using Repeat
699,68,Male,Sweater,Clothing,44,New Jersey,M,Violet,Winter,5.0,Yes,Standard,No,No,48,PayPal,Bi-Weekly,Clothing,49,0,14,44.0,0.0,17.6,21.4,25.8,17.0,False,False,4. Mid-Tier Core
700,44,Male,Sweater,Clothing,97,Rhode Island,L,White,Summer,3.8,No,Free Shipping,No,No,6,Bank Transfer,Weekly,Clothing,7,0,7,97.0,0.0,38.8,53.2,62.9,43.5,False,False,4. Mid-Tier Core
701,27,Male,Skirt,Clothing,51,Florida,M,Olive,Fall,4.4,Yes,Standard,No,No,8,Bank Transfer,Quarterly,Clothing,9,0,90,51.0,0.0,20.4,25.6,30.7,20.5,False,False,4. Mid-Tier Core
702,59,Female,Skirt,Clothing,82,Texas,S,Red,Fall,4.6,No,Standard,No,No,7,Venmo,Fortnightly,Clothing,8,0,14,82.0,0.0,32.8,44.2,52.4,36.0,False,False,4. Mid-Tier Core
703,68,Male,Socks,Clothing,81,Georgia,L,Turquoise,Winter,4.7,Yes,Express,No,No,19,Venmo,Fortnightly,Clothing,20,0,14,81.0,0.0,32.4,43.6,51.7,35.5,False,True,1. High Value Organic
704,45,Male,Skirt,Clothing,89,Louisiana,M,Yellow,Fall,4.7,Yes,Standard,No,No,47,Credit Card,Bi-Weekly,Clothing,48,0,14,89.0,0.0,35.6,48.4,57.3,39.5,True,True,1. High Value Organic
705,19,Male,Sneakers,Footwear,68,Alabama,M,Beige,Spring,2.8,No,Free Shipping,Yes,Yes,23,Venmo,Monthly,Footwear,24,1,30,85.0,17.0,34.0,29.0,37.5,20.5,False,False,3. Promo-Using Repeat
706,27,Male,Sweater,Clothing,76,California,M,Olive,Spring,2.8,No,Next Day Air,No,No,33,Bank Transfer,Weekly,Clothing,34,0,7,76.0,0.0,30.4,40.6,48.2,33.0,False,True,1. High Value Organic
707,39,Male,Pants,Clothing,25,Indiana,M,Turquoise,Fall,3.5,No,Express,No,No,43,Cash,Weekly,Clothing,44,0,7,25.0,0.0,10.0,10.0,12.5,7.5,False,False,4. Mid-Tier Core
708,25,Female,Skirt,Clothing,47,Montana,XL,White,Spring,4.1,No,Free Shipping,Yes,Yes,16,Bank Transfer,Quarterly,Clothing,17,1,90,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
709,39,Male,Shoes,Footwear,85,Nebraska,M,Brown,Fall,4.0,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,Footwear,22,0,90,85.0,0.0,34.0,46.0,54.5,37.5,True,True,1. High Value Organic
710,49,Male,Handbag,Accessories,80,Utah,M,Olive,Fall,4.0,No,2-Day Shipping,Yes,Yes,22,Debit Card,Quarterly,Accessories,23,1,90,100.0,20.0,40.0,35.0,45.0,25.0,True,False,2. High Spend Bargain Hunter
711,46,Male,Sandals,Footwear,29,Alabama,S,Gold,Winter,4.1,No,Express,No,No,5,Cash,Monthly,Footwear,6,0,30,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
712,64,Male,Backpack,Accessories,70,Rhode Island,S,Peach,Fall,4.5,Yes,Free Shipping,No,No,34,PayPal,Monthly,Accessories,35,0,30,70.0,0.0,28.0,37.0,44.0,30.0,False,False,1. High Value Organic
713,70,Male,Dress,Clothing,60,Mississippi,M,Pink,Spring,2.6,No,Next Day Air,No,No,29,Credit Card,Fortnightly,Clothing,30,0,14,60.0,0.0,24.0,31.0,37.0,25.0,False,False,1. High Value Organic
714,43,Male,Sandals,Footwear,74,Wyoming,XL,Gray,Summer,2.8,Yes,Express,No,No,43,Credit Card,Bi-Weekly,Footwear,44,0,14,74.0,0.0,29.6,39.4,46.8,32.0,False,True,1. High Value Organic
715,29,Male,Belt,Accessories,90,Mississippi,XL,Gold,Summer,4.7,No,2-Day Shipping,Yes,Yes,18,Bank Transfer,Weekly,Accessories,19,1,7,112.5,22.5,45.0,40.0,51.25,28.75,False,False,2. High Spend Bargain Hunter
716,25,Male,Hat,Accessories,48,Alaska,M,Violet,Fall,3.0,No,Free Shipping,Yes,Yes,37,Debit Card,Weekly,Accessories,38,1,7,60.0,12.0,24.0,19.0,25.0,13.0,False,False,3. Promo-Using Repeat
717,34,Male,Sneakers,Footwear,82,North Dakota,M,Gold,Fall,2.9,No,2-Day Shipping,No,No,29,PayPal,Annually,Footwear,30,0,365,82.0,0.0,32.8,44.2,52.4,36.0,True,True,1. High Value Organic
718,43,Male,Hat,Accessories,31,Texas,L,Yellow,Spring,2.7,No,Express,Yes,Yes,26,Credit Card,Fortnightly,Accessories,27,1,14,38.75,7.75,15.5,10.5,14.38,6.62,False,False,3. Promo-Using Repeat
719,32,Male,Shoes,Footwear,25,New York,M,Pink,Winter,3.3,Yes,2-Day Shipping,No,No,5,Bank Transfer,Annually,Footwear,6,0,365,25.0,0.0,10.0,10.0,12.5,7.5,False,False,4. Mid-Tier Core
720,34,Male,Gloves,Accessories,75,Colorado,L,Yellow,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,3,Credit Card,Annually,Accessories,4,1,365,93.75,18.75,37.5,32.5,41.88,23.12,False,False,3. Promo-Using Repeat
721,47,Male,Boots,Footwear,55,South Carolina,XL,Peach,Fall,3.0,Yes,2-Day Shipping,No,No,31,Credit Card,Weekly,Footwear,32,0,7,55.0,0.0,22.0,28.0,33.5,22.5,False,False,1. High Value Organic
722,61,Male,Skirt,Clothing,93,Nebraska,M,Charcoal,Fall,4.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,Clothing,15,1,90,116.25,23.25,46.5,41.5,53.12,29.88,False,False,2. High Spend Bargain Hunter
723,53,Female,Shoes,Footwear,75,Vermont,S,Lavender,Winter,2.9,Yes,Next Day Air,No,No,39,Bank Transfer,Weekly,Footwear,40,0,7,75.0,0.0,30.0,40.0,47.5,32.5,False,True,1. High Value Organic
724,29,Female,Jacket,Outerwear,61,Delaware,L,Magenta,Spring,3.6,No,2-Day Shipping,No,No,37,Debit Card,Annually,Outerwear,38,0,365,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
725,57,Female,Skirt,Clothing,69,South Dakota,S,Gold,Winter,3.8,Yes,2-Day Shipping,No,No,12,Venmo,Annually,Clothing,13,0,365,69.0,0.0,27.6,36.4,43.3,29.5,False,False,1. High Value Organic
726,36,Female,Gloves,Accessories,86,California,M,Red,Spring,2.6,No,Free Shipping,Yes,Yes,23,Credit Card,Every 3 Months,Accessories,24,1,90,107.5,21.5,43.0,38.0,48.75,27.25,True,False,2. High Spend Bargain Hunter
727,61,Male,Jewelry,Accessories,71,Nebraska,M,Indigo,Fall,3.9,No,2-Day Shipping,No,No,19,Debit Card,Annually,Accessories,20,0,365,71.0,0.0,28.4,37.6,44.7,30.5,False,False,1. High Value Organic
728,56,Male,Belt,Accessories,89,Oregon,L,Lavender,Spring,4.5,No,Next Day Air,No,No,17,Cash,Bi-Weekly,Accessories,18,0,14,89.0,0.0,35.6,48.4,57.3,39.5,False,True,1. High Value Organic
729,65,Male,Jewelry,Accessories,99,Indiana,XL,Peach,Summer,4.3,No,Free Shipping,No,No,44,Debit Card,Monthly,Accessories,45,0,30,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
730,26,Male,Pants,Clothing,100,Hawaii,L,Brown,Summer,4.7,No,Next Day Air,Yes,Yes,25,Venmo,Fortnightly,Clothing,26,1,14,125.0,25.0,50.0,45.0,57.5,32.5,True,False,2. High Spend Bargain Hunter
731,23,Male,Pants,Clothing,23,Idaho,L,Olive,Fall,4.7,No,Next Day Air,Yes,Yes,1,Debit Card,Annually,Clothing,2,1,365,28.75,5.75,11.5,6.5,9.38,3.62,False,False,3. Promo-Using Repeat
732,52,Male,Jewelry,Accessories,61,Arkansas,M,Turquoise,Summer,3.6,No,2-Day Shipping,No,No,24,Credit Card,Every 3 Months,Accessories,25,0,90,61.0,0.0,24.4,31.6,37.7,25.5,False,False,1. High Value Organic
733,48,Male,Skirt,Clothing,63,Tennessee,M,Teal,Summer,4.9,No,Next Day Air,No,No,19,PayPal,Quarterly,Clothing,20,0,90,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
734,53,Male,Handbag,Accessories,43,Oregon,M,Gold,Summer,4.0,No,2-Day Shipping,Yes,Yes,6,Debit Card,Bi-Weekly,Accessories,7,1,14,53.75,10.75,21.5,16.5,21.88,11.12,False,False,3. Promo-Using Repeat
735,55,Male,Socks,Clothing,87,Kansas,M,Orange,Summer,4.4,No,Express,No,No,3,Debit Card,Annually,Clothing,4,0,365,87.0,0.0,34.8,47.2,55.9,38.5,False,False,4. Mid-Tier Core
736,43,Male,Dress,Clothing,77,Utah,M,Charcoal,Winter,3.3,Yes,Store Pickup,No,No,11,Debit Card,Fortnightly,Clothing,12,0,14,77.0,0.0,30.8,41.2,48.9,33.5,False,False,1. High Value Organic
737,45,Male,Coat,Outerwear,22,Utah,S,Orange,Summer,2.7,No,2-Day Shipping,No,No,41,PayPal,Fortnightly,Outerwear,42,0,14,22.0,0.0,8.8,8.2,10.4,6.0,False,False,4. Mid-Tier Core
738,63,Male,Shoes,Footwear,33,Louisiana,M,Gray,Fall,3.2,No,Express,Yes,Yes,13,Venmo,Every 3 Months,Footwear,14,1,90,41.25,8.25,16.5,11.5,15.62,7.38,False,False,3. Promo-Using Repeat
739,41,Female,Jewelry,Accessories,27,Ohio,XL,Purple,Winter,3.8,No,2-Day Shipping,Yes,Yes,30,Debit Card,Every 3 Months,Accessories,31,1,90,33.75,6.75,13.5,8.5,11.88,5.12,False,False,3. Promo-Using Repeat
740,23,Male,Scarf,Accessories,63,North Carolina,S,Orange,Winter,4.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly,Accessories,27,1,14,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
741,46,Male,Belt,Accessories,96,West Virginia,M,White,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,41,Bank Transfer,Weekly,Accessories,42,1,7,120.0,24.0,48.0,43.0,55.0,31.0,True,False,2. High Spend Bargain Hunter
742,57,Female,Skirt,Clothing,46,Kentucky,XL,White,Fall,3.9,Yes,Express,Yes,Yes,3,PayPal,Quarterly,Clothing,4,1,90,57.5,11.5,23.0,18.0,23.75,12.25,False,False,3. Promo-Using Repeat
743,33,Female,Scarf,Accessories,78,Wyoming,S,Magenta,Fall,4.8,No,2-Day Shipping,No,No,50,Credit Card,Every 3 Months,Accessories,51,0,90,78.0,0.0,31.2,41.8,49.6,34.0,False,True,1. High Value Organic
744,61,Male,Shoes,Footwear,76,Texas,XL,Orange,Summer,4.6,No,Store Pickup,Yes,Yes,21,Debit Card,Monthly,Footwear,22,1,30,95.0,19.0,38.0,33.0,42.5,23.5,False,False,3. Promo-Using Repeat
745,65,Female,Shorts,Clothing,23,Texas,L,Purple,Winter,4.8,Yes,Express,No,No,43,Venmo,Bi-Weekly,Clothing,44,0,14,23.0,0.0,9.2,8.8,11.1,6.5,False,False,4. Mid-Tier Core
746,45,Male,Jewelry,Accessories,87,Florida,L,Gray,Fall,4.5,Yes,Next Day Air,Yes,Yes,40,PayPal,Monthly,Accessories,41,1,30,108.75,21.75,43.5,38.5,49.38,27.62,True,False,2. High Spend Bargain Hunter
747,63,Female,Pants,Clothing,63,New York,XL,Violet,Spring,2.7,Yes,Free Shipping,No,No,44,Cash,Every 3 Months,Clothing,45,0,90,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
748,46,Male,Sandals,Footwear,71,West Virginia,L,Indigo,Fall,3.7,No,Free Shipping,No,No,4,Debit Card,Bi-Weekly,Footwear,5,0,14,71.0,0.0,28.4,37.6,44.7,30.5,False,False,4. Mid-Tier Core
749,45,Male,Dress,Clothing,23,Maine,M,Red,Winter,3.2,No,Standard,Yes,Yes,5,Venmo,Annually,Clothing,6,1,365,28.75,5.75,11.5,6.5,9.38,3.62,False,False,3. Promo-Using Repeat
750,26,Male,Socks,Clothing,68,Mississippi,M,Beige,Spring,4.4,No,Next Day Air,No,No,19,PayPal,Quarterly,Clothing,20,0,90,68.0,0.0,27.2,35.8,42.6,29.0,False,False,1. High Value Organic
751,48,Male,Shirt,Clothing,64,Arkansas,M,Olive,Winter,3.8,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,Clothing,32,1,90,80.0,16.0,32.0,27.0,35.0,19.0,False,False,3. Promo-Using Repeat
752,42,Male,Shoes,Footwear,34,South Dakota,M,Gold,Fall,3.4,No,2-Day Shipping,No,No,1,Cash,Weekly,Footwear,2,0,7,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
753,25,Female,Jacket,Outerwear,45,Arizona,M,Black,Winter,2.8,No,Standard,Yes,Yes,3,Credit Card,Weekly,Outerwear,4,1,7,56.25,11.25,22.5,17.5,23.12,11.88,False,False,3. Promo-Using Repeat
754,49,Male,Hoodie,Clothing,79,Indiana,M,Brown,Spring,4.2,Yes,Express,No,No,38,Debit Card,Monthly,Clothing,39,0,30,79.0,0.0,31.6,42.4,50.3,34.5,True,True,1. High Value Organic
755,20,Female,Jeans,Clothing,34,Arkansas,M,Indigo,Winter,3.5,No,Express,No,No,49,Cash,Bi-Weekly,Clothing,50,0,14,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
756,29,Male,Pants,Clothing,63,New Hampshire,S,White,Fall,4.7,No,Free Shipping,Yes,Yes,45,Cash,Quarterly,Clothing,46,1,90,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
757,70,Male,Jacket,Outerwear,27,New Hampshire,M,Silver,Winter,2.9,Yes,Store Pickup,Yes,Yes,19,PayPal,Weekly,Outerwear,20,1,7,33.75,6.75,13.5,8.5,11.88,5.12,False,False,3. Promo-Using Repeat
758,19,Male,Shoes,Footwear,74,Alabama,M,Brown,Fall,2.9,No,Standard,No,No,13,Debit Card,Quarterly,Footwear,14,0,90,74.0,0.0,29.6,39.4,46.8,32.0,False,False,1. High Value Organic
759,34,Male,Dress,Clothing,47,Oklahoma,M,Yellow,Summer,3.1,Yes,Standard,No,No,42,Venmo,Annually,Clothing,43,0,365,47.0,0.0,18.8,23.2,27.9,18.5,False,False,4. Mid-Tier Core
760,27,Male,Sweater,Clothing,86,Montana,M,Orange,Fall,3.9,No,Free Shipping,Yes,Yes,22,Bank Transfer,Fortnightly,Clothing,23,1,14,107.5,21.5,43.0,38.0,48.75,27.25,True,False,2. High Spend Bargain Hunter
761,54,Female,Blouse,Clothing,83,New York,L,Violet,Fall,4.1,No,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,Clothing,49,1,90,103.75,20.75,41.5,36.5,46.88,26.12,True,False,2. High Spend Bargain Hunter
762,56,Male,Shoes,Footwear,56,North Dakota,L,Indigo,Winter,4.3,No,Store Pickup,No,No,12,PayPal,Annually,Footwear,13,0,365,56.0,0.0,22.4,28.6,34.2,23.0,False,False,1. High Value Organic
763,69,Male,Jacket,Outerwear,79,Arkansas,S,Purple,Spring,3.1,No,Express,Yes,Yes,7,Bank Transfer,Annually,Outerwear,8,1,365,98.75,19.75,39.5,34.5,44.38,24.62,False,False,2. High Spend Bargain Hunter
764,25,Male,Sweater,Clothing,54,California,M,Green,Spring,4.3,Yes,Express,Yes,Yes,36,Credit Card,Bi-Weekly,Clothing,37,1,14,67.5,13.5,27.0,22.0,28.75,15.25,False,False,3. Promo-Using Repeat
765,36,Male,Jeans,Clothing,83,Mississippi,S,Yellow,Spring,3.0,No,Express,No,No,22,Bank Transfer,Bi-Weekly,Clothing,23,0,14,83.0,0.0,33.2,44.8,53.1,36.5,True,True,1. High Value Organic
766,60,Female,Jewelry,Accessories,20,Georgia,S,Black,Winter,2.9,Yes,Next Day Air,Yes,Yes,22,PayPal,Every 3 Months,Accessories,23,1,90,25.0,5.0,10.0,5.0,7.5,2.5,False,False,3. Promo-Using Repeat
767,43,Male,Shirt,Clothing,65,Minnesota,L,Gold,Spring,4.6,No,2-Day Shipping,Yes,Yes,29,Credit Card,Every 3 Months,Clothing,30,1,90,81.25,16.25,32.5,27.5,35.62,19.38,False,False,3. Promo-Using Repeat
768,59,Female,Coat,Outerwear,72,Kansas,L,Charcoal,Fall,2.6,Yes,Standard,Yes,Yes,20,Cash,Annually,Outerwear,21,1,365,90.0,18.0,36.0,31.0,40.0,22.0,False,False,3. Promo-Using Repeat
769,46,Female,Scarf,Accessories,63,Minnesota,M,Pink,Spring,3.9,No,Standard,No,No,14,Debit Card,Fortnightly,Accessories,15,0,14,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
